cn,pr,pf,link,inst,plink,rating,tags
Introduction To Telecom Networks: Fixed/Wireless,1999,Udemy,https://www.udemy.com/course/introduction-to-telecom-networks-wireless-networks-ims-pstn-voip-ftth/,Dr. Moazzam Tiwana,https://img-c.udemycdn.com/course/240x135/4393044_dd0c_11.jpg,4.4,Computer Network
Selenium Webdriver with PYTHON from,0,Udemy,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,Rahul Shetty,https://img-c.udemycdn.com/course/240x135/397068_f67e_5.jpg,4.5,OOPS
NOC:Deep Learning- Part 1,0,NPTEL,https://nptel.ac.in/courses/106106184,Prof. Sudarshan Iyengar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Blockchain Business Models,0,Coursera,https://www.coursera.org/learn/blockchain-business-models,Duke University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d0/1e631dc7894ebaac2b1b0dde38dd94/Innovation-Cryptocurrency-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Blockchain Technology
Google Advanced Data Analytics,0,Coursera,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.7,Machine Learning 
NOC:Programming In Modern C++,0,NPTEL,https://nptel.ac.in/courses/106105234,Prof. Partha Pratim Das,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Parallel Algorithm,0,NPTEL,https://nptel.ac.in/courses/106104120,Prof. Phalguni Gupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
IT Security: Defense against the digital dark arts,0,Coursera,https://www.coursera.org/learn/it-security,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/af/d5ed10f26911e7a930e510b0715979/Course-Logo-6---NEW.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.8,Cyber Security
The Ultimate MySQL Bootcamp: Go,0,Udemy,https://www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,Colt Steele,https://img-c.udemycdn.com/course/240x135/1187016_51b3.jpg,4.6,Development
Linux Command Line Essentials -,2699,Udemy,https://www.udemy.com/course/linux-command-line/,Jason Cannon,https://img-c.udemycdn.com/course/240x135/479776_6419_3.jpg,4.5,Operating System
Blockchain Security,0,Coursera,https://www.coursera.org/learn/blockchain-security,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/96/ac88d055e8423a8511f3005e81a116/Coursera_Blockchain_Security_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,5,Blockchain Technology
NOC:C Programming And Assembly Language,0,NPTEL,https://nptel.ac.in/courses/106106210,Prof. Janakiraman Viraraghavan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:VLSI Physical Design,0,NPTEL,https://nptel.ac.in/courses/106105161,Prof. Indranil Sengupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Python for Cybersecurity,0,Coursera,https://www.coursera.org/specializations/pythonforcybersecurity,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/db/69857216fa4adc91484d95d473cae9/Coursera_Python_for_CS_600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.5,Cyber Security
Robotics: Estimation and Learning,0,Coursera,https://www.coursera.org/learn/robotics-learning,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/05/679f607cda11e59e62dbe4ba62c1d4/Estimation-and-Learning-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.3,Robotics
Introduction to Networking 2 Hour,2299,Udemy,https://www.udemy.com/course/networkingbasics/,Rick Crisci David Trewhella,https://img-c.udemycdn.com/course/240x135/4606674_aa40.jpg,4.5,Computer Network
Mastering Data Structures & Algorithms,3399,Udemy,https://www.udemy.com/course/datastructurescncpp/,Abdul Bari,https://img-c.udemycdn.com/course/240x135/2121018_9de5_5.jpg,4.6,Development
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,0,Coursera,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/df/e1ae1aa03748de9a2d029bfdbbe472/finTech_cryptocurrency_coursera.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Blockchain Technology
Data Communication,0,NPTEL,https://nptel.ac.in/courses/106105082,Prof. Ajit Pal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Algorithms For Protein Modelling And Engineering,0,NPTEL,https://nptel.ac.in/courses/106105230,Prof. Pralay Mitra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Foundations of Cybersecurity,0,Coursera,https://www.coursera.org/learn/foundations-of-cybersecurity,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f8/d2bb2e728e4622af311ff38339693d/1_CYBER_FOUNDATION.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.9,Cyber Security
Robotics: Perception,0,Coursera,https://www.coursera.org/learn/robotics-perception,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/34/5971e07cda11e58108cf8cb753e7a9/Perception-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.3,Robotics
Network Fundamentals for Absolute Beginners,2699,Udemy,https://www.udemy.com/course/networking-fundamentals-for-absolute-beginners/,ZB Networks 50000+ students trained Worldwide,https://img-c.udemycdn.com/course/240x135/4752336_5a9a.jpg,4.6,Computer Network
Performance Evaluation Of Computer Systems,0,NPTEL,https://nptel.ac.in/courses/106106048,Prof. Krishna Moorthy Sivalingam,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Introduction To Programming In C,0,NPTEL,https://nptel.ac.in/courses/106104128,Prof.Satyadev Nandakumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Cloud Computing,0,Coursera,https://www.coursera.org/learn/introduction-to-cloud,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f3/5d00cbdb784bee9e7ff6d4bbab1ebb/CloudComputingIntroduction.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Blockchain Technology
NOC:Algorithmic Game Theory,0,NPTEL,https://nptel.ac.in/courses/106105237,Prof. Palash Dey,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Databases,0,Coursera,https://www.coursera.org/learn/introduction-to-databases,Meta,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/67/9cee867f7344c59909b39ffcaf4021/DBA1.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,DBMS
Basics of Python with Data Structures and Algorithms,20998,CodingNinjas,https://www.codingninjas.com/courses/pythondatastructuresandalgorithmspageGroup0,-,https://files.codingninjas.com/cdn-cgi/image/width=434/python-10821.png,4.8,Data Structure and Algorithm
SQL for Data Science,0,Coursera,https://www.coursera.org/learn/sql-for-data-science,University of California Davis,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7a/569080aab711e79d97bf25c196049d/1200px-square-dark.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,DBMS
Learn JAVA Programming - Beginner,0,Udemy,https://www.udemy.com/course/java-se-programming/,Abdul Bari,https://img-c.udemycdn.com/course/240x135/2462140_b27f_2.jpg,4.6,Data Structure and Algorithm
NOC:Software Testing,0,NPTEL,https://nptel.ac.in/courses/106105150,Prof. Rajib Mall,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Introduction To Automata Languages And Computation,0,NPTEL,https://nptel.ac.in/courses/106105196,Prof. Sourav Mukhopadhyay,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Mathematics for Machine Learning and Data Science,0,Coursera,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,DeepLearning.AI,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/b4/5cb90bb92f420b99bf323a0356f451/Icon.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.5,Machine Learning 
Meta Database Engineer,0,Coursera,https://www.coursera.org/professional-certificates/meta-database-engineer,Meta,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/83/c9a3279c4247529775d5f41cb1d3a0/DBA-ProCert.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,DBMS
Learn Linux in 5 Days,3199,Udemy,https://www.udemy.com/course/learn-linux-in-5-days/,Jason Cannon,https://img-c.udemycdn.com/course/240x135/256758_e35d_5.jpg,4.6,Operating System
Deep Learning A-Z™ 2023: Neural,3399,Udemy,https://www.udemy.com/course/deeplearning/,Kirill Eremenko Hadelin de Ponteves SuperDataScience Team Ligency Team,https://img-c.udemycdn.com/course/240x135/1151632_de9b.jpg,4.6,Development
Digital Image Processing,0,NPTEL,https://nptel.ac.in/courses/106105032,Dr. G. Harit,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Theory Of Automata Formal Languages And Computation,0,NPTEL,https://nptel.ac.in/courses/106106049,Prof. Kamala Krithivasan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Advanced Distributed Systems,0,NPTEL,https://nptel.ac.in/courses/106102237,Prof. Smruti R. Sarangi,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Cybersecurity Foundations,0,Coursera,https://www.coursera.org/specializations/cybersecurity-foundations,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/3d2059a14848f488f4dd716e799e52/Coursera_Cybersecurity_Foundations_600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Cyber Security
Cracking Coding Interview : Data,0,Udemy,https://www.udemy.com/course/coding-interview-question-data-structures-algorithm/,Ankit Thakran Harsh Kajla,https://img-c.udemycdn.com/course/240x135/2790502_c1d1_3.jpg,4.5,Data Structure and Algorithm
Build Website with HTML JavaScript AngularJS and React,0,Coursera,https://www.coursera.org/specializations/build-dynamic-website,Board Infinity,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/82/92226a4de944c6b4baca0c18ce4d50/27.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,0,Development
Clear and Simple VMware vSAN,0,Udemy,https://www.udemy.com/course/vmwarevsan/,Rick Crisci,https://img-c.udemycdn.com/course/240x135/1960508_b540.jpg,4.6,Operating System
Data Structures & Algorithms Level-up,3199,Udemy,https://www.udemy.com/course/cpp-data-structures-algorithms-levelup-prateek-narang/,Prateek Narang Coding Minutes,https://img-c.udemycdn.com/course/240x135/3642112_bd0f_12.jpg,4.6,Data Structure and Algorithm
Machine Learning on Google Cloud,0,Coursera,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,Google Cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4e/c2f4c0f4bb11e69a33576c875f4294/cloud-twitter-avatar.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.5,Machine Learning 
Clustering & Classification With Machine,0,Udemy,https://www.udemy.com/course/clustering-classification-with-machine-learning-in-python/,Minerva Singh,https://img-b.udemycdn.com/course/240x135/1533128_44d0_2.jpg,4.2,Machine Learning
The Complete Web Developer Course,3399,Udemy,https://www.udemy.com/course/the-complete-web-developer-course-2/,Rob Percival Codestars • over 2 million students worldwide!,https://img-c.udemycdn.com/course/240x135/764164_de03_5.jpg,4.5,Development
HTML and CSS for Beginners,0,Udemy,https://www.udemy.com/course/html-and-css-for-beginners-crash-course-learn-fast-easy/,Edwin Diaz Coding Faculty Solutions,https://img-c.udemycdn.com/course/240x135/405926_02c8_2.jpg,4.4,Development
Complete Bootstrap Course For Beginners,3999,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/bootstrap,Amit Diwan,https://media.geeksforgeeks.org/img-practice/banner/bootstrap-thumbnail.png?v=19545,0,Development
C# Basics for Beginners: Learn,3199,Udemy,https://www.udemy.com/course/csharp-tutorial-for-beginners/,Mosh Hamedani,https://img-c.udemycdn.com/course/240x135/382002_5d4a.jpg,4.5,Development
NOC:Complex Network : Theory And Application,0,NPTEL,https://nptel.ac.in/courses/106105154,Prof. Animesh Mukherjee,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Programming And Data Structure,0,NPTEL,https://nptel.ac.in/courses/106105085,Dr. P.P.Chakraborty,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
C++ Data Structures & Algorithms,3199,Udemy,https://www.udemy.com/course/data-structures-algorithms-cpp/,Scott Barrett,https://img-c.udemycdn.com/course/240x135/4453612_766c_39.jpg,4.7,Data Structure and Algorithm
Introduction to Cyber Security,0,Coursera,https://www.coursera.org/specializations/intro-cyber-security,New York University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e5/5b94f0bb5811e78eb4ffb2bb669fdb/Introduction-to-Cyber-Security.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.7,Cyber Security
La Disrupción del Blockchain,0,Coursera,https://www.coursera.org/learn/blockchain-espanol,Universidad Austral,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/73/7253400a6f11e88774752a13d126b6/WEB_1b.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.8,Blockchain Technology
NOC:Foundation Of Cloud IoT Edge ML,0,NPTEL,https://nptel.ac.in/courses/106104242,Prof. Rajiv Misra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Python OOP - Object Oriented,3199,Udemy,https://www.udemy.com/course/python-object-oriented-programming-oop/,Estefania Cassingena Navone,https://img-c.udemycdn.com/course/240x135/1933808_29d3_9.jpg,4.6,OOPS
Linux for Network Engineers: Practical,2999,Udemy,https://www.udemy.com/course/linux-for-network-engineers-practical-linux-with-gns3/,David Bombal Experts with David Bombal,https://img-c.udemycdn.com/course/240x135/1363378_69f7_3.jpg,4.5,Operating System
Blockchain Business Models,0,Coursera,https://www.coursera.org/learn/blockchain-business-models,Duke University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d0/1e631dc7894ebaac2b1b0dde38dd94/Innovation-Cryptocurrency-.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Blockchain Technology
DBMS | Vishvadeep Gothi,0,Youtube,https://www.youtube.com/playlist?list=PLG9aCp4uE-s0bu-I8fgDXXhVLO4qVROGy,Unacademy Computer Science,https://img.youtube.com/vi/khKoJUpcXUE/sddefault.jpg,0,Operating System
Robotics: Aerial Robotics,0,Coursera,https://www.coursera.org/learn/robotics-flight,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a0/01fb207cd911e58108cf8cb753e7a9/Aerial-Robotics-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Robotics
Advanced Data Structures and Algorithms,0,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-in-python-2/,Deepali Srivastava,https://img-c.udemycdn.com/course/240x135/1206094_7eb5_3.jpg,4.5,Data Structure and Algorithm
Google Data Analytics,0,Coursera,https://www.coursera.org/professional-certificates/google-data-analytics,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bd/69fc60bd454b1485955c680232bd95/082421_Karrim0066-1.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.8,DBMS
Self Driving and ROS -,799,Udemy,https://www.udemy.com/course/self-driving-and-ros-learn-by-doing-odometry-control/,Antonio Brandi,https://img-c.udemycdn.com/course/240x135/4855872_242e.jpg,4.8,Robotics
NOC:Information Security - 5 - Secure Systems Engineering,0,NPTEL,https://nptel.ac.in/courses/106106199,Prof. Chester Rebeiro,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Social Network Analysis,0,NPTEL,https://nptel.ac.in/courses/106106239,Prof. Tanmoy Chakraborty,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
ROS2 C++ Robotics Developer Course,3199,Udemy,https://www.udemy.com/course/ros2-cpp-robotics-developer-course/,Raymond Andrade,https://img-c.udemycdn.com/course/240x135/4684138_bf54.jpg,4.8,Robotics
The Nuts and Bolts of Machine Learning,0,Coursera,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.8,Machine Learning 
Homeland Security and Cybersecurity,0,Coursera,https://www.coursera.org/specializations/homeland-security-cybersecurity,University of Colorado System,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1c/7f58d000e811e7a1264dbca50cedbc/UCCS-logo-small2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Cyber Security
